customerID,gender,age,income,purchaseAmount,purchaseDate,productCategory
550,Female,42,49427,233.74,2020-04-03,Toys
551,Female,42,75548,309,2019-05-21,Books
552,Female,57,91807,904.43,2019-07-26,Beauty
553,Female,50,57478,335.41,2019-07-21,Books
554,Male,58,71147,90.2,2020-02-28,Beauty
555,Female,27,89620,13.32,2020-12-24,Clothing
556,Female,27,65275,360.74,2019-06-03,Toys
557,Male,29,50283,164.71,2020-12-23,Toys
558,Female,23,34733,902.79,2019-09-18,Electronics
559,Male,49,36582,168.25,2019-05-21,Electronics
560,Male,61,63228,625.77,2019-03-23,Books
561,Female,39,92791,262.31,2020-04-04,Toys
562,Male,64,57228,936.66,2020-07-11,Books
563,Female,60,62155,181.22,2020-06-29,Clothing
564,Male,23,62625,223.11,2019-12-26,Electronics
565,Male,44,51800,861.08,2020-07-10,Books
566,Male,56,37769,207.32,2020-07-06,Electronics
567,Female,65,58858,894.99,2019-07-06,Beauty
568,Male,61,81826,49.33,2020-09-24,Clothing
569,Female,48,70757,677.58,2020-11-08,Clothing
570,Male,62,25777,513.49,2020-01-21,Toys
571,Female,41,78385,88.73,2020-10-12,Books
572,Male,59,75565,414.59,2020-04-09,Books
573,Male,26,57726,457.5,2019-11-25,Books
574,Male,28,84878,429.79,2020-03-24,Toys
575,Male,45,53484,102.09,2020-12-06,Books
576,Male,53,59212,286.32,2019-05-20,Beauty
577,Female,50,59348,42.81,2019-12-30,Clothing
578,Male,44,43115,545.17,2019-04-25,Electronics
579,Male,37,77372,421.21,2020-04-07,Toys
580,Male,51,20524,357.96,2019-03-11,Beauty
581,Female,33,68585,954.32,2020-03-09,Beauty
582,Male,33,75310,766.05,2019-12-12,Electronics
583,Female,48,99839,377.08,2019-07-04,Toys
584,Male,58,80355,973.71,2020-03-29,Electronics
585,Female,55,50726,640.98,2019-04-26,Beauty
586,Male,58,80357,759.66,2020-09-30,Toys
587,Female,60,49033,748.84,2020-03-11,Beauty
588,Female,18,55550,894.34,2020-10-01,Books
589,Male,28,31174,290.17,2019-02-18,Toys
590,Female,37,94366,825.98,2020-06-08,Beauty
591,Female,51,25783,539.67,2020-06-12,Beauty
592,Female,33,51891,61.3,2019-12-04,Beauty
593,Male,60,22965,417.79,2020-10-06,Toys
594,Male,45,39842,483.58,2019-06-06,Clothing
595,Male,60,91388,964.88,2020-07-24,Clothing
596,Female,54,33098,895.96,2020-11-20,Toys
597,Female,18,70882,936.12,2019-06-04,Toys
598,Male,48,59684,614.54,2020-03-25,Electronics
599,Male,44,93161,161.81,2019-02-10,Toys
600,Male,46,63689,456.2,2020-09-24,Beauty
601,Female,36,96007,793.84,2020-01-26,Clothing
602,Male,53,41543,778.31,2019-04-05,Toys
603,Male,48,28772,742.57,2019-10-05,Beauty
604,Female,42,72758,677.29,2020-08-10,Clothing
605,Female,39,41347,937.79,2020-01-26,Books
606,Male,38,91368,425.39,2020-12-20,Clothing
607,Male,52,84033,190.91,2020-05-15,Toys
608,Male,51,27971,26.73,2019-08-25,Beauty
609,Male,31,45067,789.84,2020-02-01,Beauty
610,Male,38,51251,456.71,2019-02-02,Electronics
611,Male,41,63486,946.25,2019-05-08,Toys
612,Female,33,82524,772.87,2020-09-01,Toys
613,Male,27,56565,928.76,2019-06-11,Clothing
614,Female,45,90453,619.1,2019-05-31,Beauty
615,Female,50,47166,71.7,2019-11-17,Beauty
616,Male,57,30381,950.64,2019-01-14,Beauty
617,Female,43,97116,442.84,2020-10-09,Electronics
618,Female,28,63736,960.65,2020-04-23,Clothing
619,Male,35,90154,408.85,2020-11-30,Books
620,Male,42,55162,277.14,2020-08-10,Beauty
621,Female,20,84155,568.36,2019-06-08,Books
622,Female,28,23850,732.04,2019-02-18,Beauty
623,Female,18,63071,647.43,2020-01-09,Toys
624,Female,54,39237,657.3,2019-02-11,Beauty
625,Male,34,46599,427.54,2019-12-20,
626,Female,39,60094,570.09,2019-03-07,Clothing
627,Male,65,85009,298.29,2019-09-22,Clothing
628,Female,18,95555,763.08,2019-06-18,Toys
629,Female,28,46822,953.72,2019-06-11,Electronics
630,Male,44,25684,903.7,2020-07-20,Beauty
631,Female,43,76687,285.01,2019-05-19,Beauty
632,Male,64,45382,211.18,2020-06-02,Beauty
633,Female,55,28156,151.39,2019-07-28,Electronics
634,Male,49,56678,846.83,2019-12-12,Electronics
635,Female,26,64211,537,2020-11-02,Electronics
636,Female,48,99985,418.93,2020-07-01,Clothing
637,Male,52,85733,310.34,2020-09-02,Beauty
638,Male,41,99152,726.85,2019-08-24,Electronics
639,Male,53,37639,451.6,2020-06-28,Beauty
640,Male,63,27492,834.23,2019-01-02,Books
641,Male,19,50315,626.59,2020-08-24,Electronics
642,Male,52,54673,193.58,2019-12-23,Beauty
643,Male,22,79353,418.02,2019-04-19,Electronics
644,Male,20,94038,185.17,2019-01-21,Beauty
645,Female,62,83967,512.5,2019-09-14,Toys
646,Female,47,84880,938.24,2020-02-04,Toys
647,Male,36,32191,611.8,2020-06-03,Books
648,Female,60,73903,654.78,2020-04-02,Beauty
649,Female,54,23630,52.25,2019-07-17,Toys
650,Female,37,82174,816.38,2019-06-01,Books
651,Male,53,38212,341.66,2020-09-19,Beauty
652,Male,61,80595,750.34,2020-03-30,Beauty
653,Female,35,60397,696.73,2020-06-15,Clothing
654,Male,40,27423,328.44,2019-01-01,Toys
655,Female,57,86804,840.27,2020-11-24,Toys
656,Male,63,39595,582.32,2019-01-04,Electronics
657,Male,21,33096,846.76,2020-01-20,Beauty
658,Female,58,90140,808.56,2020-01-31,Toys
659,Female,41,56508,256.62,2019-11-02,Toys
660,Female,27,58837,148.29,2019-08-07,Beauty
661,Male,22,26369,883.55,2020-03-22,Books
662,Female,25,39591,407.29,2020-12-11,Beauty
663,Female,29,28344,648.08,2020-12-15,Books
664,Male,35,25518,611.45,2019-02-26,Electronics
665,Female,56,99393,905.49,2019-06-08,Clothing
666,Male,55,65824,355.48,2020-03-03,Electronics
667,Female,37,39593,934.78,2020-09-22,Electronics
668,Female,25,37696,219.32,2019-05-19,Beauty
669,Male,55,63204,472.6,2019-03-11,Books
670,Female,45,69075,15.01,2020-08-08,Electronics
671,Male,23,45478,314.64,2020-08-06,Toys
672,Male,42,95772,388.62,2020-10-03,Beauty
673,Male,53,79440,171.08,2019-07-26,Toys
674,Male,55,67134,924.65,2019-10-17,Electronics
675,Male,27,96323,991.54,2020-02-03,Books
676,Female,29,26694,376.13,2019-02-04,Beauty
677,Male,34,30448,722.44,2019-05-04,Toys
678,Male,37,33472,820.94,2019-10-07,Toys
679,Female,30,82735,459.2,2019-11-14,Clothing
680,Female,64,68195,751.43,2020-10-25,Beauty
681,Male,35,49263,143.84,2020-09-30,Clothing
682,Female,44,57163,71,2020-02-15,Books
683,Male,32,20922,971.9,2020-02-26,Clothing
684,Female,27,25064,309.31,2020-07-13,Clothing
685,Male,52,95033,240.67,2020-04-03,Toys
686,Male,51,68424,325.98,2019-09-03,Books
687,Female,26,93318,33.62,2020-11-24,Electronics
688,Male,23,92104,28.11,2020-03-26,Toys
689,Male,24,84428,763.16,2019-12-13,Books
690,Male,55,22995,65.34,2020-10-08,Books
691,Male,33,84397,195.28,2020-01-04,Beauty
692,Female,56,70106,693.06,2020-04-16,Clothing
693,Female,57,37675,517.33,2020-12-25,Electronics
694,Female,53,90710,248.99,2019-09-21,Books
695,Female,23,93014,581.83,2020-03-09,Beauty
696,Female,49,67265,379.46,2020-07-28,Beauty
697,Male,51,95476,247.52,2019-06-07,Books
698,Female,55,87433,428.88,2020-09-26,Books
699,Female,62,43702,890.6,2020-08-26,Electronics
700,Female,61,32732,580.18,2020-11-11,Beauty
701,Male,61,40326,758.51,2019-01-05,Beauty
702,Female,26,22510,507.83,2020-11-02,Beauty
703,Female,27,91543,839.21,2020-08-25,Beauty
704,Male,59,21704,57.12,2020-12-25,Beauty
705,Female,46,81516,228.77,2019-01-24,Beauty
706,Male,49,70886,500.89,2019-09-25,Books
707,Male,51,60873,40.12,2019-02-28,Electronics
708,Female,39,61207,48.43,2020-04-02,Books
709,Female,30,55975,738.71,2020-10-28,Toys
710,Male,38,64830,236.14,2020-07-08,Clothing
711,Male,40,61529,200.12,2020-03-11,Toys
712,Male,29,68354,98.37,2020-06-22,Electronics
713,Male,32,65717,378.3,2019-11-26,Electronics
714,Male,18,99152,207.02,2019-01-09,Books
715,Female,18,48159,528.89,2019-10-14,Books
716,Female,54,55368,626.92,2020-07-26,Clothing
717,Female,22,29882,845.14,2019-10-19,Books
718,Male,48,32410,122.4,2019-11-26,Electronics
719,Female,62,69508,439.94,2020-05-21,Books
720,Female,31,94654,804.47,2019-04-25,Beauty
721,Female,25,75608,254.75,2020-05-16,Clothing
722,Female,26,88224,44.7,2020-03-29,Books
723,Male,53,53086,323.33,2020-05-24,Toys
724,Female,50,32827,267.33,2020-01-26,Electronics
725,Male,53,91689,349.09,2019-12-11,Clothing
726,Female,26,73779,934.95,2020-01-23,Beauty
727,Female,50,55358,248.22,2020-02-20,Beauty
728,Female,52,77193,315.26,2019-02-05,Electronics
729,Female,53,34620,335.45,2019-07-13,Toys
730,Male,55,37487,476.46,2020-09-05,Books
731,Male,46,41186,766.74,2020-02-22,Clothing
732,Male,37,84998,716.2,2019-02-13,Clothing
733,Female,42,46420,873.8,2019-03-29,Books
734,Female,57,72839,853.34,2020-11-17,Toys
735,Male,63,72433,33.9,2019-08-07,Beauty
736,Female,33,63057,133.15,2019-11-16,Toys
737,Female,51,97358,381.74,2020-08-16,Toys
738,Male,38,63225,364.61,2020-05-12,Beauty
739,Female,46,83195,13.43,2020-09-12,Beauty
740,Female,48,96743,152.83,2020-12-26,Clothing
741,Female,21,72145,758.69,2020-08-31,Books
742,Male,58,65761,172.77,2020-11-16,Beauty
743,Male,46,21837,947.77,2020-09-29,Books
744,Male,31,33010,873.23,2019-01-10,Books
745,Male,30,53993,633.11,2019-07-31,Books
746,Male,56,68727,773.9,2019-02-09,Electronics
747,Female,20,38752,734.49,2019-06-07,Electronics
748,Female,55,74507,911.39,2020-08-22,Electronics
749,Female,25,44492,117.14,2019-01-11,Electronics
750,Female,49,89317,315.78,2019-01-06,Beauty
751,Male,54,74984,130.21,2019-05-26,Beauty
752,Female,63,86133,712.7,2020-05-03,Books
753,Female,49,54893,822.87,2019-11-10,Electronics
754,Female,38,89892,197.21,2019-03-02,Books
755,Male,49,23916,564,2020-05-03,Clothing
756,Female,51,40247,965.61,2020-07-26,Electronics
757,Female,64,45682,504.11,2019-11-06,Toys
758,Female,20,46596,393.32,2019-06-04,Clothing
759,Male,63,81283,578.81,2019-07-29,Beauty
760,Female,35,69813,866.19,2019-08-17,Electronics
761,Female,48,56152,709.62,2020-02-03,Toys
762,Male,37,21366,876.73,2020-02-16,Toys
763,Female,64,66791,831.77,2019-08-29,Electronics
764,Female,21,68501,326.15,2019-01-26,Toys
765,Male,34,21990,362.01,2019-08-12,Books
766,Female,32,41999,951.28,2019-11-09,Toys
767,Female,41,63409,819.32,2019-04-27,Clothing
768,Male,22,67113,279.74,2019-12-30,Electronics
769,Male,44,57862,800.21,2019-04-27,Clothing
770,Female,35,45654,757.44,2020-10-27,Beauty
771,Male,40,71150,397.89,2019-11-26,Electronics
772,Male,28,83576,336.79,2019-12-31,Toys
773,Male,50,58705,843,2019-06-21,Clothing
774,Female,44,60348,414.08,2020-09-09,Toys
775,Female,65,57188,398.67,2020-03-06,Books
776,Female,49,88509,379.49,2020-07-28,Clothing
777,Male,20,60421,498.8,2019-03-23,Electronics
778,Female,25,37593,41.47,2020-04-07,Clothing
779,Female,19,85219,883.8,2019-03-03,Toys
780,Male,18,82658,816.68,2019-05-30,Clothing
781,Male,57,86660,951.88,2019-12-09,Clothing
782,Female,24,94299,153.97,2020-12-27,Beauty
783,Male,29,39610,468.17,2020-07-25,Books
784,Female,20,45247,44.99,2019-12-22,Toys
785,Male,38,39184,493.87,2020-05-26,Electronics
786,Female,45,77147,644.29,2019-09-27,Beauty
787,Female,56,43728,245.95,2019-03-15,Toys
788,Male,33,55035,849.48,2020-01-18,Clothing
789,Male,58,56654,695.61,2020-12-18,Books
790,Female,41,84818,653.11,2020-09-19,Beauty
791,Female,34,71511,179.49,2020-11-25,Clothing
792,Male,59,48523,436.5,2020-08-15,Beauty
793,Female,19,69884,895.4,2020-12-07,Clothing
794,Female,27,22574,428.26,2020-09-28,Toys
795,Male,19,30156,29.42,2020-08-04,Books
796,Male,60,58657,256.23,2020-05-31,Clothing
797,Female,42,49407,978.38,2019-08-07,Beauty
798,Male,38,59991,296.12,2020-03-04,Toys
799,Male,33,65120,347.46,2019-09-27,Electronics
800,Male,25,99875,666.54,2019-01-16,Electronics
801,Male,44,24999,351.9,2020-04-11,Books
802,Female,37,47902,715.28,2019-01-03,Books
803,Male,42,66180,887.7,2020-03-29,Electronics
804,Male,50,74956,493.08,2019-08-02,Beauty
805,Female,25,28690,142.29,2020-09-25,Clothing
806,Female,54,20397,288.97,2019-09-27,Toys
807,Female,51,28959,252.03,2020-07-01,Books
808,Male,36,26369,726.84,2019-01-16,Toys
809,Female,54,57012,816.73,2020-12-24,Beauty
810,Male,34,51804,930.07,2019-12-03,Books
811,Male,25,58889,196.03,2019-07-18,Beauty
812,Female,47,35634,814.58,2020-04-30,Clothing
813,Female,63,78065,204.56,2020-09-27,Clothing
814,Female,60,58530,815.46,2020-07-17,Books
815,Female,51,95902,793.41,2019-11-08,Beauty
816,Female,29,41336,377.76,2019-01-31,Clothing
817,Male,65,30570,802.67,2019-09-23,Electronics
818,Female,27,35281,460.59,2019-08-15,Toys
819,Female,61,65126,968.52,2020-11-10,Beauty
820,Female,19,78150,538.55,2019-05-15,Electronics
821,Male,36,85216,626.4,2019-03-01,Books
822,Male,65,86888,762.62,2020-05-12,Electronics
823,Male,44,44375,92.74,2019-10-22,Books
824,Male,38,97715,750.84,2019-03-01,Beauty
825,Male,46,75526,366.74,2019-01-29,
826,Female,37,51330,121.21,2020-04-24,Toys
827,Male,45,94838,177.14,2020-10-29,Toys
828,Male,19,54748,960.36,2020-08-13,Toys
829,Female,43,89040,338.55,2019-06-07,Electronics
830,Male,34,61525,629.23,2019-01-30,Books
831,Female,47,79305,425.51,2019-11-14,Clothing
832,Female,62,99244,91.99,2019-11-14,Books
833,Female,47,61883,930.07,2019-12-02,Beauty
834,Male,55,67321,158.33,2020-11-27,Books
835,Male,55,82878,723.28,2019-07-17,Books
836,Male,45,60202,45.44,2020-02-17,Books
837,Male,37,74063,801.94,2020-07-23,Electronics
838,Male,59,42073,715.79,2019-05-04,Electronics
839,Female,23,46677,775.29,2019-10-03,Clothing
840,Male,23,57987,375.1,2019-07-30,Beauty
841,Female,44,94582,974.11,2020-02-26,Clothing
842,Male,49,71540,97.9,2019-09-26,Beauty
843,Male,61,28843,818.2,2020-12-27,Electronics
844,Male,21,40848,80.23,2020-08-24,Toys
845,Male,26,87128,676.67,2019-08-29,Electronics
846,Male,26,40078,201.65,2019-03-17,Books
847,Male,34,95193,449.39,2019-11-06,Clothing
848,Female,52,56622,40.51,2020-09-24,Books
849,Male,47,41409,816.83,2019-07-05,Books
850,Male,58,28573,164.43,2020-10-06,Clothing
851,Female,49,28844,481.36,2020-04-10,Electronics
852,Male,49,42760,670.07,2019-09-25,Clothing
853,Male,54,84544,819.28,2019-10-16,Beauty
854,Male,24,86614,186.57,2020-08-20,Clothing
855,Female,38,78681,775.48,2019-02-01,Electronics
856,Female,62,40377,54.63,2019-02-17,Toys
857,Male,56,82462,723.4,2019-03-25,Electronics
858,Male,38,42885,735.22,2019-11-28,Beauty
859,Male,25,93340,569.82,2020-05-05,Electronics
860,Female,23,43605,320.9,2020-03-06,Books
861,Female,58,33123,464.49,2020-01-27,Toys
862,Male,37,37360,848.98,2019-07-23,Toys
863,Male,58,89477,332.56,2019-04-30,Clothing
864,Male,20,73885,605.34,2020-01-27,Clothing
865,Female,21,23435,698.63,2020-10-07,Toys
866,Male,56,94310,674.17,2019-01-04,Books
867,Male,34,46152,825.25,2019-08-27,Electronics
868,Male,49,51731,629.87,2020-11-12,Electronics
869,Female,42,74592,486,2019-11-01,Beauty
870,Male,36,96047,486.84,2019-09-01,Electronics
871,Female,62,89427,538.26,2019-04-13,Books
872,Male,42,30903,698.96,2020-07-13,Clothing
873,Male,55,33579,319.84,2019-05-11,Books
874,Female,45,62669,69.81,2020-07-29,Beauty
875,Female,50,94048,456.86,2020-08-26,Clothing
876,Female,65,28875,70.26,2020-04-04,Beauty
877,Female,33,31789,827.77,2019-02-26,Beauty
878,Female,56,68209,929.99,2020-04-18,Books
879,Female,44,78262,883.6,2019-10-15,Electronics
880,Female,19,33925,719.92,2019-01-09,Books
881,Female,52,49075,723.95,2020-05-04,Beauty
882,Female,47,73964,104.6,2019-02-05,Books
883,Female,23,65385,424.17,2019-05-26,Books
884,Male,18,91688,150.34,2020-03-13,Electronics
885,Female,54,35946,864.97,2019-12-17,Books
886,Male,60,86669,624.52,2019-05-18,Books
887,Male,65,27505,740.15,2019-09-09,Books
888,Female,31,75759,801.23,2020-10-15,Books
889,Female,52,62117,658.8,2019-08-18,Electronics
890,Male,18,37591,664.31,2020-09-06,Toys
891,Female,55,39707,392.79,2019-08-28,Electronics
892,Male,37,43804,270.41,2019-01-10,Clothing
893,Male,53,92721,133.79,2020-12-27,Electronics
894,Female,27,54208,186.32,2019-10-20,Electronics
895,Male,62,91788,410.39,2020-03-17,Clothing
896,Female,50,29487,546.85,2020-09-08,Toys
897,Female,65,62634,942.18,2019-12-06,Books
898,Male,53,67599,232.59,2020-07-24,Electronics
899,Female,21,54497,415.52,2019-02-18,Toys
900,Female,48,83385,454.03,2020-12-04,Beauty
901,Female,65,64998,755.65,2020-06-02,Electronics
902,Male,60,73427,465.4,2019-04-07,Books
903,Male,36,27776,641.73,2020-01-15,Electronics
904,Female,36,81257,396.47,2019-08-01,Toys
905,Female,23,98110,277.4,2019-09-23,Toys
906,Male,56,75886,668.41,2020-08-07,Electronics
907,Female,64,31258,12.92,2019-08-13,Clothing
908,Female,30,70139,979.94,2019-06-13,Electronics
909,Male,53,96442,322.06,2020-12-22,Beauty
910,Male,45,95347,472.64,2020-10-07,Electronics
911,Female,18,47983,936.19,2019-06-24,Electronics
912,Male,41,84914,853.32,2019-03-21,Books
913,Male,60,56551,649.98,2020-03-06,Toys
914,Male,47,55722,207.64,2019-01-31,Beauty
915,Female,59,72080,99.85,2019-05-27,Clothing
916,Male,46,29262,447.81,2019-06-01,Electronics
917,Female,37,35163,45.44,2019-07-28,Electronics
918,Female,26,70280,391.13,2020-10-27,Toys
919,Female,27,37588,30.01,2020-01-19,Toys
920,Female,51,73455,372.16,2019-11-24,Toys
921,Male,22,58772,926.6,2020-01-05,Electronics
922,Male,65,25893,323.14,2019-04-13,Books
923,Female,38,66875,409.14,2020-02-05,Beauty
924,Male,43,21823,563.41,2019-12-14,Electronics
925,Female,25,60798,984.85,2020-12-20,Books
926,Male,23,44511,582.09,2020-04-26,Electronics
927,Female,36,87634,120.18,2019-10-12,Books
928,Female,47,78542,227.82,2020-09-19,Electronics
929,Female,41,31510,609.07,2019-09-21,Electronics
930,Male,43,45841,624.61,2019-09-27,Toys
931,Male,40,88048,75.17,2020-03-23,Books
932,Female,22,33809,644.9,2020-07-18,Clothing
933,Male,27,57028,556.16,2019-11-01,Books
934,Male,20,38952,792.55,2020-10-09,Beauty
935,Female,65,81475,769.74,2020-08-22,Toys
936,Female,24,29495,989.75,2020-11-12,Electronics
937,Female,60,26591,967.84,2020-01-04,Electronics
938,Male,55,43475,631.02,2020-01-31,Books
939,Male,45,71577,376.82,2019-09-19,Books
940,Female,54,85296,522.17,2020-10-22,Toys
941,Male,45,31600,66.37,2019-07-29,Toys
942,Female,40,35640,694.28,2019-10-23,Electronics
943,Male,58,68829,73.69,2019-04-20,Toys
944,Female,63,54846,983.75,2019-12-08,Books
945,Female,49,70973,19.76,2020-05-27,Clothing
946,Female,27,52149,629.64,2020-03-02,Books
947,Female,20,44697,860.99,2020-11-05,Books
948,Male,18,84077,69.23,2020-05-17,Beauty
949,Male,27,90488,896.46,2020-02-09,Toys
950,Female,57,59846,289.51,2020-05-31,Electronics
951,Female,34,32612,622.65,2020-09-15,Beauty
952,Male,46,83306,670.15,2020-03-14,Clothing
953,Male,42,59471,929.89,2019-11-15,Toys
954,Female,18,78996,325.71,2019-12-04,Beauty
955,Male,44,20341,760.56,2019-09-16,Electronics
956,Female,62,45804,717.64,2020-04-25,Beauty
957,Male,23,49334,331.75,2020-10-03,Beauty
958,Male,30,53940,638.91,2019-12-16,Electronics
959,Female,22,46993,686.06,2019-08-25,Books
960,Male,27,71753,134.75,2020-10-21,Clothing
961,Male,64,76922,295.12,2020-01-23,Books
962,Male,24,22661,605.56,2020-07-08,Electronics
963,Male,53,68592,948.81,2019-05-06,Beauty
964,Male,45,35576,282.8,2020-12-24,Clothing
965,Female,54,29100,895.9,2019-03-21,Clothing
966,Female,26,67321,107.52,2019-11-30,Electronics
967,Male,19,43755,148.19,2019-08-01,Beauty
968,Female,40,55538,405.73,2019-06-18,Electronics
969,Male,49,94070,312.45,2020-06-22,Clothing
970,Female,63,58618,828,2020-06-19,Books
971,Female,60,84361,227.85,2020-10-08,Books
972,Male,42,41662,572.43,2020-05-06,Clothing
973,Male,29,52805,615.71,2019-01-19,Electronics
974,Male,26,31945,96.99,2020-01-11,Beauty
975,Female,34,46155,778.92,2019-11-17,Electronics
976,Male,40,47146,441.85,2020-10-31,Electronics
977,Female,23,49444,424.13,2020-01-06,Clothing
978,Male,51,85157,407.61,2019-01-21,Beauty
979,Female,33,64776,102.88,2020-04-27,Clothing
980,Female,55,96852,441.76,2020-12-26,Toys
981,Female,22,83298,853.13,2020-03-17,Beauty
982,Male,20,74407,406.74,2019-10-29,Beauty
983,Female,63,60119,24.35,2020-02-28,Toys
984,Male,28,46086,479.2,2019-10-06,Beauty
985,Male,56,91310,824.51,2020-05-18,Toys
986,Female,33,73090,644.01,2019-08-31,Clothing
987,Male,42,73183,162.05,2020-10-23,Books
988,Female,45,37792,404.3,2020-09-02,Books
989,Male,42,66429,555.49,2020-01-11,Books
990,Female,55,78540,445.15,2019-08-04,Electronics
991,Female,38,42001,862.81,2019-04-02,Toys
992,Female,56,65725,266.93,2020-09-19,Toys
993,Male,34,29945,426.4,2019-05-08,Beauty
994,Male,22,26195,812.54,2019-03-13,Books
995,Male,37,43353,920.64,2020-12-24,Toys
996,Female,19,55730,785.7,2020-09-30,Clothing
997,Male,52,54471,922,2019-10-07,Beauty
998,Male,26,86573,469.28,2020-06-03,Books
999,Male,34,87490,892.53,2019-02-18,Toys
1000,Female,29,58782,55.3,2019-03-15,Electronics
